sale_date,factory,lot_number,grade,clone_type,auction_price_usd,exchange_rate,rainfall_mm,temperature_c,made_tea_kg,bp1_share
11/24/2023,Kapsara,KAP-303577-1943,BP1,TRFK 303/577,2.66,117.46,145.7,19.7,1551,0.338
11/24/2023,Kapsara,KAP-303577-2765,PF1,TRFK 303/577,2.38,117.46,145.7,19.7,3043,0.347
11/24/2023,Kapsara,KAP-303577-6712,PD,TRFK 303/577,2.79,117.46,145.7,19.7,3300,0.363
11/24/2023,Kapsara,KAP-303577-9062,D1,TRFK 303/577,2.42,117.46,145.7,19.7,3021,0.364
11/24/2023,Kapsara,KAP-318-1628,BP1,TRFK 31/8,3.04,117.46,145.7,19.7,2567,0.302
11/24/2023,Kapsara,KAP-318-9445,PF1,TRFK 31/8,2.97,117.46,145.7,19.7,3073,0.441
11/24/2023,Kapsara,KAP-318-2992,PD,TRFK 31/8,2.41,117.46,145.7,19.7,3630,0.282
11/24/2023,Kapsara,KAP-318-4032,D1,TRFK 31/8,1.83,117.46,145.7,19.7,1939,0.369
11/24/2023,Kapsara,KAP-1219-9800,BP1,TRFK 12/19,2.55,117.46,145.7,19.7,2444,0.255
11/24/2023,Kapsara,KAP-1219-7117,PF1,TRFK 12/19,2.4,117.46,145.7,19.7,2182,0.268
11/24/2023,Kapsara,KAP-1219-1799,PD,TRFK 12/19,2,117.46,145.7,19.7,1309,0.275
11/24/2023,Kapsara,KAP-1219-2004,D1,TRFK 12/19,2.24,117.46,145.7,19.7,2934,0.318
11/24/2023,Kapsara,KAP-79-5501,BP1,TRFK 7/9,2.53,117.46,145.7,19.7,2413,0.286
11/24/2023,Kapsara,KAP-79-9629,PF1,TRFK 7/9,2.67,117.46,145.7,19.7,1899,0.282
11/24/2023,Kapsara,KAP-79-9728,PD,TRFK 7/9,1.75,117.46,145.7,19.7,3108,0.271
11/24/2023,Kapsara,KAP-79-9827,D1,TRFK 7/9,2.12,117.46,145.7,19.7,3040,0.309
11/24/2023,Chebut,CHE-68-9395,BP1,TRFK 6/8,3.12,117.46,145.7,19.7,2754,0.445
11/24/2023,Chebut,CHE-68-7043,PF1,TRFK 6/8,2.88,117.46,145.7,19.7,2061,0.424
11/24/2023,Chebut,CHE-68-5207,PD,TRFK 6/8,2.65,117.46,145.7,19.7,2673,0.448
11/24/2023,Chebut,CHE-68-1404,D1,TRFK 6/8,2.51,117.46,145.7,19.7,3571,0.454
11/24/2023,Chebut,CHE-303577-2003,BP1,TRFK 303/577,3.11,117.46,145.7,19.7,3546,0.403
11/24/2023,Chebut,CHE-303577-6409,PF1,TRFK 303/577,2.99,117.46,145.7,19.7,1652,0.383
11/24/2023,Chebut,CHE-303577-4085,PD,TRFK 303/577,2.69,117.46,145.7,19.7,1427,0.439
11/24/2023,Chebut,CHE-303577-7274,D1,TRFK 303/577,2.36,117.46,145.7,19.7,2742,0.447
11/24/2023,Chebut,CHE-318-5062,BP1,TRFK 31/8,2.09,117.46,145.7,19.7,965,0.317
11/24/2023,Chebut,CHE-318-7860,PF1,TRFK 31/8,2.55,117.46,145.7,19.7,1435,0.327
11/24/2023,Chebut,CHE-318-2852,PD,TRFK 31/8,2.45,117.46,145.7,19.7,1689,0.371
11/24/2023,Chebut,CHE-318-3334,D1,TRFK 31/8,1.64,117.46,145.7,19.7,2065,0.334
11/24/2023,Chebut,CHE-1219-3050,BP1,TRFK 12/19,2.53,117.46,145.7,19.7,3082,0.271
11/24/2023,Chebut,CHE-1219-6503,PF1,TRFK 12/19,1.91,117.46,145.7,19.7,2426,0.265
11/24/2023,Chebut,CHE-1219-7919,PD,TRFK 12/19,2.47,117.46,145.7,19.7,1978,0.324
11/24/2023,Chebut,CHE-1219-7290,D1,TRFK 12/19,2.22,117.46,145.7,19.7,2368,0.291
11/24/2023,Chebut,CHE-79-6626,BP1,TRFK 7/9,2.29,117.46,145.7,19.7,3511,0.321
11/24/2023,Chebut,CHE-79-5488,PF1,TRFK 7/9,1.77,117.46,145.7,19.7,1192,0.317
11/24/2023,Chebut,CHE-79-5097,PD,TRFK 7/9,2.52,117.46,145.7,19.7,1566,0.278
11/24/2023,Chebut,CHE-79-4829,D1,TRFK 7/9,1.65,117.46,145.7,19.7,1463,0.27
12/1/2023,Tegat,TEG-68-6374,BP1,TRFK 6/8,3.02,116.17,173.7,19.7,3448,0.405
12/1/2023,Tegat,TEG-68-6928,PF1,TRFK 6/8,2.61,116.17,173.7,19.7,1113,0.457
12/1/2023,Tegat,TEG-68-9468,PD,TRFK 6/8,2.5,116.17,173.7,19.7,3305,0.443
12/1/2023,Tegat,TEG-68-2816,D1,TRFK 6/8,2.38,116.17,173.7,19.7,989,0.409
12/1/2023,Tegat,TEG-303577-8741,BP1,TRFK 303/577,2.52,116.17,173.7,19.7,1582,0.368
12/1/2023,Tegat,TEG-303577-9706,PF1,TRFK 303/577,2.84,116.17,173.7,19.7,3702,0.434
12/1/2023,Tegat,TEG-303577-6066,PD,TRFK 303/577,3.1,116.17,173.7,19.7,1944,0.374
12/1/2023,Tegat,TEG-303577-3584,D1,TRFK 303/577,2.85,116.17,173.7,19.7,1130,0.394
12/1/2023,Tegat,TEG-318-5267,BP1,TRFK 31/8,2.18,116.17,173.7,19.7,2287,0.351
12/1/2023,Tegat,TEG-318-5839,PF1,TRFK 31/8,2.41,116.17,173.7,19.7,2436,0.287
12/1/2023,Tegat,TEG-318-4119,PD,TRFK 31/8,2.69,116.17,173.7,19.7,2198,0.394
12/1/2023,Tegat,TEG-318-4144,D1,TRFK 31/8,2.18,116.17,173.7,19.7,1805,0.365
12/1/2023,Tegat,TEG-1219-7286,BP1,TRFK 12/19,2.25,116.17,173.7,19.7,2237,0.284
12/1/2023,Tegat,TEG-1219-5471,PF1,TRFK 12/19,2.34,116.17,173.7,19.7,1761,0.319
12/1/2023,Tegat,TEG-1219-3611,PD,TRFK 12/19,2.14,116.17,173.7,19.7,2439,0.335
12/1/2023,Tegat,TEG-1219-7481,D1,TRFK 12/19,2.47,116.17,173.7,19.7,2810,0.336
12/1/2023,Tegat,TEG-79-9392,BP1,TRFK 7/9,2.72,116.17,173.7,19.7,3227,0.262
12/1/2023,Tegat,TEG-79-5613,PF1,TRFK 7/9,2.73,116.17,173.7,19.7,1798,0.227
12/1/2023,Tegat,TEG-79-2011,PD,TRFK 7/9,1.89,116.17,173.7,19.7,1361,0.239
12/1/2023,Tegat,TEG-79-8160,D1,TRFK 7/9,2.46,116.17,173.7,19.7,2694,0.293
12/1/2023,Litein,LIT-68-6850,BP1,TRFK 6/8,2.74,116.17,173.7,19.7,2789,0.456
12/1/2023,Litein,LIT-68-2401,PF1,TRFK 6/8,2.84,116.17,173.7,19.7,1698,0.392
12/1/2023,Litein,LIT-68-9027,PD,TRFK 6/8,2.57,116.17,173.7,19.7,1966,0.395
12/1/2023,Litein,LIT-68-1893,D1,TRFK 6/8,2.08,116.17,173.7,19.7,2429,0.431
12/1/2023,Litein,LIT-303577-1096,BP1,TRFK 303/577,3.09,116.17,173.7,19.7,2710,0.363
12/1/2023,Litein,LIT-303577-9173,PF1,TRFK 303/577,2.73,116.17,173.7,19.7,2659,0.384
12/1/2023,Litein,LIT-303577-5491,PD,TRFK 303/577,2.7,116.17,173.7,19.7,932,0.394
12/1/2023,Litein,LIT-303577-1386,D1,TRFK 303/577,2.33,116.17,173.7,19.7,1252,0.296
12/1/2023,Litein,LIT-318-4443,BP1,TRFK 31/8,2.88,116.17,173.7,19.7,1328,0.353
12/1/2023,Litein,LIT-318-8259,PF1,TRFK 31/8,2.22,116.17,173.7,19.7,1897,0.361
12/1/2023,Litein,LIT-318-4392,PD,TRFK 31/8,2.9,116.17,173.7,19.7,920,0.368
12/1/2023,Litein,LIT-318-7109,D1,TRFK 31/8,2.25,116.17,173.7,19.7,2193,0.383
12/1/2023,Litein,LIT-1219-2541,BP1,TRFK 12/19,2.48,116.17,173.7,19.7,3352,0.243
12/1/2023,Litein,LIT-1219-1125,PF1,TRFK 12/19,2.27,116.17,173.7,19.7,1081,0.367
12/1/2023,Litein,LIT-1219-8045,PD,TRFK 12/19,2.38,116.17,173.7,19.7,2251,0.366
12/1/2023,Litein,LIT-1219-3101,D1,TRFK 12/19,2.24,116.17,173.7,19.7,1751,0.288
12/1/2023,Litein,LIT-79-1320,BP1,TRFK 7/9,2.53,116.17,173.7,19.7,2226,0.359
12/1/2023,Litein,LIT-79-4411,PF1,TRFK 7/9,2.8,116.17,173.7,19.7,1606,0.252
12/1/2023,Litein,LIT-79-8692,PD,TRFK 7/9,1.59,116.17,173.7,19.7,3219,0.368
12/1/2023,Litein,LIT-79-5447,D1,TRFK 7/9,2.05,116.17,173.7,19.7,2280,0.244
12/1/2023,Kapkatet,KAP-68-5928,BP1,TRFK 6/8,2.76,116.17,173.7,19.7,1282,0.494
12/1/2023,Kapkatet,KAP-68-9151,PF1,TRFK 6/8,3.05,116.17,173.7,19.7,3668,0.443
12/1/2023,Kapkatet,KAP-68-3875,PD,TRFK 6/8,2.48,116.17,173.7,19.7,2496,0.438
12/1/2023,Kapkatet,KAP-68-9311,D1,TRFK 6/8,2.92,116.17,173.7,19.7,1203,0.432
12/1/2023,Kapkatet,KAP-303577-3632,BP1,TRFK 303/577,2.91,116.17,173.7,19.7,3686,0.325
12/1/2023,Kapkatet,KAP-303577-7056,PF1,TRFK 303/577,3.17,116.17,173.7,19.7,2446,0.389
12/1/2023,Kapkatet,KAP-303577-9387,PD,TRFK 303/577,2.48,116.17,173.7,19.7,3754,0.396
12/1/2023,Kapkatet,KAP-303577-3202,D1,TRFK 303/577,2.57,116.17,173.7,19.7,1707,0.375
12/1/2023,Kapkatet,KAP-318-7138,BP1,TRFK 31/8,3.18,116.17,173.7,19.7,3765,0.384
12/1/2023,Kapkatet,KAP-318-3516,PF1,TRFK 31/8,2.68,116.17,173.7,19.7,3695,0.362
12/1/2023,Kapkatet,KAP-318-6008,PD,TRFK 31/8,2.69,116.17,173.7,19.7,1136,0.3
12/1/2023,Kapkatet,KAP-318-5188,D1,TRFK 31/8,2.66,116.17,173.7,19.7,3630,0.306
12/1/2023,Kapkatet,KAP-1219-9301,BP1,TRFK 12/19,2.82,116.17,173.7,19.7,3746,0.296
12/1/2023,Kapkatet,KAP-1219-4444,PF1,TRFK 12/19,2.15,116.17,173.7,19.7,987,0.288
12/1/2023,Kapkatet,KAP-1219-8553,PD,TRFK 12/19,2.52,116.17,173.7,19.7,3335,0.343
12/1/2023,Kapkatet,KAP-1219-4406,D1,TRFK 12/19,2.06,116.17,173.7,19.7,3112,0.262
12/1/2023,Kapkatet,KAP-79-1386,BP1,TRFK 7/9,2.44,116.17,173.7,19.7,3083,0.248
12/1/2023,Kapkatet,KAP-79-8299,PF1,TRFK 7/9,2.57,116.17,173.7,19.7,1672,0.285
12/1/2023,Kapkatet,KAP-79-9310,PD,TRFK 7/9,2.71,116.17,173.7,19.7,2074,0.31
12/1/2023,Kapkatet,KAP-79-1053,D1,TRFK 7/9,2.7,116.17,173.7,19.7,1851,0.273
12/1/2023,Momul,MOM-68-9403,BP1,TRFK 6/8,2.73,116.17,173.7,19.7,2194,0.364
12/1/2023,Momul,MOM-68-7353,PF1,TRFK 6/8,2.97,116.17,173.7,19.7,1834,0.424
12/1/2023,Momul,MOM-68-7014,PD,TRFK 6/8,2.43,116.17,173.7,19.7,2427,0.468
12/1/2023,Momul,MOM-68-9447,D1,TRFK 6/8,2.75,116.17,173.7,19.7,1481,0.536
12/1/2023,Momul,MOM-303577-5663,BP1,TRFK 303/577,2.9,116.17,173.7,19.7,3045,0.341
12/1/2023,Momul,MOM-303577-8491,PF1,TRFK 303/577,2.79,116.17,173.7,19.7,3083,0.374
12/1/2023,Momul,MOM-303577-2167,PD,TRFK 303/577,2.57,116.17,173.7,19.7,2214,0.393
12/1/2023,Momul,MOM-303577-9471,D1,TRFK 303/577,2.86,116.17,173.7,19.7,1576,0.44
12/1/2023,Momul,MOM-318-2438,BP1,TRFK 31/8,2.4,116.17,173.7,19.7,3440,0.329
12/1/2023,Momul,MOM-318-2025,PF1,TRFK 31/8,2.77,116.17,173.7,19.7,2002,0.332
12/1/2023,Momul,MOM-318-5859,PD,TRFK 31/8,2.94,116.17,173.7,19.7,1648,0.344
12/1/2023,Momul,MOM-318-9072,D1,TRFK 31/8,2.52,116.17,173.7,19.7,1193,0.364
12/1/2023,Momul,MOM-1219-8940,BP1,TRFK 12/19,3.12,116.17,173.7,19.7,2306,0.311
12/1/2023,Momul,MOM-1219-2235,PF1,TRFK 12/19,2.44,116.17,173.7,19.7,2429,0.327
12/1/2023,Momul,MOM-1219-5632,PD,TRFK 12/19,2.82,116.17,173.7,19.7,3561,0.359
12/1/2023,Momul,MOM-1219-3084,D1,TRFK 12/19,1.79,116.17,173.7,19.7,1855,0.269
12/1/2023,Momul,MOM-79-9438,BP1,TRFK 7/9,2.24,116.17,173.7,19.7,1280,0.266
12/1/2023,Momul,MOM-79-6790,PF1,TRFK 7/9,1.31,116.17,173.7,19.7,3595,0.307
12/1/2023,Momul,MOM-79-6211,PD,TRFK 7/9,2.2,116.17,173.7,19.7,1300,0.267
12/1/2023,Momul,MOM-79-5829,D1,TRFK 7/9,1.54,116.17,173.7,19.7,2672,0.308
12/1/2023,Kapsara,KAP-68-1250,BP1,TRFK 6/8,3.16,116.17,173.7,19.7,3656,0.433
12/1/2023,Kapsara,KAP-68-4130,PF1,TRFK 6/8,2.99,116.17,173.7,19.7,3709,0.393
12/1/2023,Kapsara,KAP-68-8280,PD,TRFK 6/8,2.77,116.17,173.7,19.7,3498,0.41
12/1/2023,Kapsara,KAP-68-9990,D1,TRFK 6/8,2.86,116.17,173.7,19.7,3400,0.338
12/1/2023,Kapsara,KAP-303577-7945,BP1,TRFK 303/577,2.76,116.17,173.7,19.7,1688,0.421
12/1/2023,Kapsara,KAP-303577-3283,PF1,TRFK 303/577,2.35,116.17,173.7,19.7,1982,0.348
12/1/2023,Kapsara,KAP-303577-9259,PD,TRFK 303/577,2.81,116.17,173.7,19.7,1247,0.318
12/1/2023,Kapsara,KAP-303577-8966,D1,TRFK 303/577,2.48,116.17,173.7,19.7,3767,0.342
12/1/2023,Kapsara,KAP-318-3550,BP1,TRFK 31/8,2.73,116.17,173.7,19.7,3055,0.337
12/1/2023,Kapsara,KAP-318-7619,PF1,TRFK 31/8,2.75,116.17,173.7,19.7,1561,0.32
12/1/2023,Kapsara,KAP-318-1935,PD,TRFK 31/8,1.96,116.17,173.7,19.7,2753,0.312
12/1/2023,Kapsara,KAP-318-1695,D1,TRFK 31/8,2.46,116.17,173.7,19.7,2423,0.389
12/1/2023,Kapsara,KAP-1219-8311,BP1,TRFK 12/19,3.39,116.17,173.7,19.7,2405,0.289
12/1/2023,Kapsara,KAP-1219-9712,PF1,TRFK 12/19,2.35,116.17,173.7,19.7,2570,0.316
12/1/2023,Kapsara,KAP-1219-1639,PD,TRFK 12/19,2.2,116.17,173.7,19.7,2147,0.267
12/1/2023,Kapsara,KAP-1219-4016,D1,TRFK 12/19,2.12,116.17,173.7,19.7,2820,0.296
12/1/2023,Kapsara,KAP-79-6874,BP1,TRFK 7/9,1.77,116.17,173.7,19.7,1275,0.252
12/1/2023,Kapsara,KAP-79-7531,PF1,TRFK 7/9,2.8,116.17,173.7,19.7,2677,0.2
12/1/2023,Kapsara,KAP-79-3660,PD,TRFK 7/9,2.56,116.17,173.7,19.7,3157,0.228
12/1/2023,Kapsara,KAP-79-3963,D1,TRFK 7/9,2.49,116.17,173.7,19.7,1193,0.32
12/1/2023,Chebut,CHE-68-2337,BP1,TRFK 6/8,2.8,116.17,173.7,19.7,2931,0.494
12/1/2023,Chebut,CHE-68-6539,PF1,TRFK 6/8,2.5,116.17,173.7,19.7,3280,0.399
12/1/2023,Chebut,CHE-68-8390,PD,TRFK 6/8,2.62,116.17,173.7,19.7,3338,0.422
12/1/2023,Chebut,CHE-68-6251,D1,TRFK 6/8,2.83,116.17,173.7,19.7,3179,0.361
12/1/2023,Chebut,CHE-303577-8660,BP1,TRFK 303/577,2.96,116.17,173.7,19.7,1921,0.387
12/1/2023,Chebut,CHE-303577-4958,PF1,TRFK 303/577,2.55,116.17,173.7,19.7,3073,0.435
12/1/2023,Chebut,CHE-303577-8597,PD,TRFK 303/577,2.76,116.17,173.7,19.7,2901,0.414
12/1/2023,Chebut,CHE-303577-2436,D1,TRFK 303/577,2.41,116.17,173.7,19.7,3723,0.391
12/1/2023,Chebut,CHE-318-8264,BP1,TRFK 31/8,2.53,116.17,173.7,19.7,2612,0.341
12/1/2023,Chebut,CHE-318-4703,PF1,TRFK 31/8,2.77,116.17,173.7,19.7,1266,0.334
12/1/2023,Chebut,CHE-318-9882,PD,TRFK 31/8,2.49,116.17,173.7,19.7,2047,0.394
12/1/2023,Chebut,CHE-318-9904,D1,TRFK 31/8,2.48,116.17,173.7,19.7,2098,0.277
12/1/2023,Chebut,CHE-1219-3874,BP1,TRFK 12/19,2.52,116.17,173.7,19.7,1733,0.279
12/1/2023,Chebut,CHE-1219-9188,PF1,TRFK 12/19,2.8,116.17,173.7,19.7,3452,0.241
12/1/2023,Chebut,CHE-1219-5509,PD,TRFK 12/19,2.59,116.17,173.7,19.7,2257,0.324
12/1/2023,Chebut,CHE-1219-2549,D1,TRFK 12/19,2.12,116.17,173.7,19.7,1642,0.299
12/1/2023,Chebut,CHE-79-7151,BP1,TRFK 7/9,2.42,116.17,173.7,19.7,2758,0.283
12/1/2023,Chebut,CHE-79-4840,PF1,TRFK 7/9,3.05,116.17,173.7,19.7,2092,0.289
12/1/2023,Chebut,CHE-79-9549,PD,TRFK 7/9,2,116.17,173.7,19.7,1129,0.244
12/1/2023,Chebut,CHE-79-6107,D1,TRFK 7/9,2.59,116.17,173.7,19.7,1559,0.25
12/8/2023,Tegat,TEG-68-4042,BP1,TRFK 6/8,3.06,115.94,130.7,20.2,1124,0.439
12/8/2023,Tegat,TEG-68-9313,PF1,TRFK 6/8,2.93,115.94,130.7,20.2,951,0.421
12/8/2023,Tegat,TEG-68-9161,PD,TRFK 6/8,2.73,115.94,130.7,20.2,3703,0.382
12/8/2023,Tegat,TEG-68-8140,D1,TRFK 6/8,2.72,115.94,130.7,20.2,2853,0.436
12/8/2023,Tegat,TEG-303577-7990,BP1,TRFK 303/577,3.2,115.94,130.7,20.2,1434,0.359
12/8/2023,Tegat,TEG-303577-1863,PF1,TRFK 303/577,2.61,115.94,130.7,20.2,3090,0.401
12/8/2023,Tegat,TEG-303577-4247,PD,TRFK 303/577,2.58,115.94,130.7,20.2,1226,0.395
12/8/2023,Tegat,TEG-303577-4597,D1,TRFK 303/577,2.69,115.94,130.7,20.2,1268,0.415
12/8/2023,Tegat,TEG-318-2463,BP1,TRFK 31/8,2.62,115.94,130.7,20.2,1549,0.372
12/8/2023,Tegat,TEG-318-4861,PF1,TRFK 31/8,2.55,115.94,130.7,20.2,3339,0.374
12/8/2023,Tegat,TEG-318-3033,PD,TRFK 31/8,2.51,115.94,130.7,20.2,2762,0.321
12/8/2023,Tegat,TEG-318-8551,D1,TRFK 31/8,2.7,115.94,130.7,20.2,2130,0.338
12/8/2023,Tegat,TEG-1219-2654,BP1,TRFK 12/19,2.67,115.94,130.7,20.2,2025,0.335
12/8/2023,Tegat,TEG-1219-7948,PF1,TRFK 12/19,2.44,115.94,130.7,20.2,3728,0.291
12/8/2023,Tegat,TEG-1219-3422,PD,TRFK 12/19,2.48,115.94,130.7,20.2,3480,0.373
12/8/2023,Tegat,TEG-1219-6328,D1,TRFK 12/19,2.14,115.94,130.7,20.2,1304,0.304
12/8/2023,Tegat,TEG-79-5909,BP1,TRFK 7/9,2.36,115.94,130.7,20.2,3137,0.323
12/8/2023,Tegat,TEG-79-2464,PF1,TRFK 7/9,2.4,115.94,130.7,20.2,1700,0.272
12/8/2023,Tegat,TEG-79-7169,PD,TRFK 7/9,2.06,115.94,130.7,20.2,2375,0.28
12/8/2023,Tegat,TEG-79-6133,D1,TRFK 7/9,2.58,115.94,130.7,20.2,3570,0.331
12/8/2023,Litein,LIT-68-8944,BP1,TRFK 6/8,2.89,115.94,130.7,20.2,3477,0.383
12/8/2023,Litein,LIT-68-4605,PF1,TRFK 6/8,2.92,115.94,130.7,20.2,2168,0.433
12/8/2023,Litein,LIT-68-4286,PD,TRFK 6/8,2.76,115.94,130.7,20.2,1768,0.348
12/8/2023,Litein,LIT-68-6816,D1,TRFK 6/8,3.06,115.94,130.7,20.2,2953,0.43
12/8/2023,Litein,LIT-303577-9837,BP1,TRFK 303/577,2.62,115.94,130.7,20.2,3358,0.367
12/8/2023,Litein,LIT-303577-7869,PF1,TRFK 303/577,2.5,115.94,130.7,20.2,2574,0.335
12/8/2023,Litein,LIT-303577-6532,PD,TRFK 303/577,2.48,115.94,130.7,20.2,1018,0.433
12/8/2023,Litein,LIT-303577-6767,D1,TRFK 303/577,2.25,115.94,130.7,20.2,3527,0.392
12/8/2023,Litein,LIT-318-6908,BP1,TRFK 31/8,2.06,115.94,130.7,20.2,1466,0.305
12/8/2023,Litein,LIT-318-4765,PF1,TRFK 31/8,2.44,115.94,130.7,20.2,3493,0.342
12/8/2023,Litein,LIT-318-4877,PD,TRFK 31/8,2.17,115.94,130.7,20.2,3415,0.25
12/8/2023,Litein,LIT-318-5907,D1,TRFK 31/8,2.02,115.94,130.7,20.2,1948,0.307
12/8/2023,Litein,LIT-1219-7425,BP1,TRFK 12/19,2.99,115.94,130.7,20.2,2596,0.355
12/8/2023,Litein,LIT-1219-5314,PF1,TRFK 12/19,2.36,115.94,130.7,20.2,1145,0.226
12/8/2023,Litein,LIT-1219-7000,PD,TRFK 12/19,2.28,115.94,130.7,20.2,2498,0.308
12/8/2023,Litein,LIT-1219-1451,D1,TRFK 12/19,2.11,115.94,130.7,20.2,1121,0.295
12/8/2023,Litein,LIT-79-8434,BP1,TRFK 7/9,2.3,115.94,130.7,20.2,1461,0.288
12/8/2023,Litein,LIT-79-2105,PF1,TRFK 7/9,2.63,115.94,130.7,20.2,1920,0.27
12/8/2023,Litein,LIT-79-3534,PD,TRFK 7/9,2.26,115.94,130.7,20.2,1137,0.194
12/8/2023,Litein,LIT-79-6380,D1,TRFK 7/9,2.11,115.94,130.7,20.2,2021,0.293
12/8/2023,Kapkatet,KAP-68-9800,BP1,TRFK 6/8,2.75,115.94,130.7,20.2,2899,0.394
12/8/2023,Kapkatet,KAP-68-3578,PF1,TRFK 6/8,2.71,115.94,130.7,20.2,1350,0.463
12/8/2023,Kapkatet,KAP-68-5008,PD,TRFK 6/8,2.26,115.94,130.7,20.2,2607,0.472
12/8/2023,Kapkatet,KAP-68-3716,D1,TRFK 6/8,2.49,115.94,130.7,20.2,2933,0.425
12/8/2023,Kapkatet,KAP-303577-8241,BP1,TRFK 303/577,3.22,115.94,130.7,20.2,3055,0.457
12/8/2023,Kapkatet,KAP-303577-8046,PF1,TRFK 303/577,2.3,115.94,130.7,20.2,950,0.32
12/8/2023,Kapkatet,KAP-303577-9678,PD,TRFK 303/577,2.46,115.94,130.7,20.2,1242,0.396
12/8/2023,Kapkatet,KAP-303577-7344,D1,TRFK 303/577,2.74,115.94,130.7,20.2,987,0.396
12/8/2023,Kapkatet,KAP-318-5378,BP1,TRFK 31/8,2.52,115.94,130.7,20.2,1885,0.321
12/8/2023,Kapkatet,KAP-318-4993,PF1,TRFK 31/8,1.72,115.94,130.7,20.2,3479,0.348
12/8/2023,Kapkatet,KAP-318-8750,PD,TRFK 31/8,2.28,115.94,130.7,20.2,2028,0.358
12/8/2023,Kapkatet,KAP-318-5188,D1,TRFK 31/8,2.65,115.94,130.7,20.2,1493,0.312
12/8/2023,Kapkatet,KAP-1219-4976,BP1,TRFK 12/19,2.83,115.94,130.7,20.2,1107,0.347
12/8/2023,Kapkatet,KAP-1219-9669,PF1,TRFK 12/19,2.91,115.94,130.7,20.2,3353,0.29
12/8/2023,Kapkatet,KAP-1219-6044,PD,TRFK 12/19,2.9,115.94,130.7,20.2,1079,0.384
12/8/2023,Kapkatet,KAP-1219-3220,D1,TRFK 12/19,2.42,115.94,130.7,20.2,2445,0.335
12/8/2023,Kapkatet,KAP-79-4740,BP1,TRFK 7/9,1.96,115.94,130.7,20.2,1178,0.284
12/8/2023,Kapkatet,KAP-79-6098,PF1,TRFK 7/9,2.48,115.94,130.7,20.2,2952,0.247
12/8/2023,Kapkatet,KAP-79-5274,PD,TRFK 7/9,2.81,115.94,130.7,20.2,1322,0.27
12/8/2023,Kapkatet,KAP-79-2732,D1,TRFK 7/9,2.09,115.94,130.7,20.2,1000,0.297
12/8/2023,Momul,MOM-68-9488,BP1,TRFK 6/8,2.83,115.94,130.7,20.2,1530,0.411
12/8/2023,Momul,MOM-68-1152,PF1,TRFK 6/8,2.9,115.94,130.7,20.2,3060,0.44
12/8/2023,Momul,MOM-68-2029,PD,TRFK 6/8,2.95,115.94,130.7,20.2,3731,0.432
12/8/2023,Momul,MOM-68-8528,D1,TRFK 6/8,2.23,115.94,130.7,20.2,2088,0.454
12/8/2023,Momul,MOM-303577-6941,BP1,TRFK 303/577,2.63,115.94,130.7,20.2,924,0.397
12/8/2023,Momul,MOM-303577-7796,PF1,TRFK 303/577,3.14,115.94,130.7,20.2,3131,0.411
12/8/2023,Momul,MOM-303577-8051,PD,TRFK 303/577,2.67,115.94,130.7,20.2,1662,0.427
12/8/2023,Momul,MOM-303577-3411,D1,TRFK 303/577,2.28,115.94,130.7,20.2,1763,0.381
12/8/2023,Momul,MOM-318-3237,BP1,TRFK 31/8,2.21,115.94,130.7,20.2,1475,0.369
12/8/2023,Momul,MOM-318-4407,PF1,TRFK 31/8,2.58,115.94,130.7,20.2,2427,0.34
12/8/2023,Momul,MOM-318-8098,PD,TRFK 31/8,2.69,115.94,130.7,20.2,3454,0.317
12/8/2023,Momul,MOM-318-7552,D1,TRFK 31/8,2.21,115.94,130.7,20.2,904,0.307
12/8/2023,Momul,MOM-1219-1033,BP1,TRFK 12/19,2.69,115.94,130.7,20.2,3226,0.267
12/8/2023,Momul,MOM-1219-2060,PF1,TRFK 12/19,3.55,115.94,130.7,20.2,3392,0.305
12/8/2023,Momul,MOM-1219-6937,PD,TRFK 12/19,2.65,115.94,130.7,20.2,3691,0.297
12/8/2023,Momul,MOM-1219-6768,D1,TRFK 12/19,2.36,115.94,130.7,20.2,3529,0.344
12/8/2023,Momul,MOM-79-3993,BP1,TRFK 7/9,2.93,115.94,130.7,20.2,2605,0.289
12/8/2023,Momul,MOM-79-2444,PF1,TRFK 7/9,3.15,115.94,130.7,20.2,2737,0.352
12/8/2023,Momul,MOM-79-8555,PD,TRFK 7/9,2.07,115.94,130.7,20.2,1508,0.351
12/8/2023,Momul,MOM-79-6946,D1,TRFK 7/9,2.39,115.94,130.7,20.2,2609,0.267
12/8/2023,Kapsara,KAP-68-8678,BP1,TRFK 6/8,2.74,115.94,130.7,20.2,2648,0.425
12/8/2023,Kapsara,KAP-68-1703,PF1,TRFK 6/8,2.77,115.94,130.7,20.2,2998,0.479
12/8/2023,Kapsara,KAP-68-4524,PD,TRFK 6/8,2.61,115.94,130.7,20.2,3322,0.395
12/8/2023,Kapsara,KAP-68-9379,D1,TRFK 6/8,2.64,115.94,130.7,20.2,2167,0.449
12/8/2023,Kapsara,KAP-303577-7563,BP1,TRFK 303/577,2.74,115.94,130.7,20.2,1192,0.404
12/8/2023,Kapsara,KAP-303577-1451,PF1,TRFK 303/577,2.66,115.94,130.7,20.2,2554,0.358
12/8/2023,Kapsara,KAP-303577-5108,PD,TRFK 303/577,2.49,115.94,130.7,20.2,3083,0.436
12/8/2023,Kapsara,KAP-303577-8618,D1,TRFK 303/577,2.72,115.94,130.7,20.2,2918,0.444
